已排时间地点,调课结果
"1-8周 星期四 11-12节 文萃楼G224,9-16周 星期五 3-4节 文萃楼F602",调课:6周 星期4 11-12节 卜祥元/6120103370 文萃楼G224 调至:6周 星期4 11-12节 张宇/6120104345 文萃楼G224
"9-16周 星期一 1-2节 文萃楼F503,9-16周 星期四 1-2节 文萃楼F503",
"1-8周 星期三 1-2节 文萃楼F303,1-8周 星期五 1-2节 文萃楼F303",调课:4周 星期5 1-2节 刘国满/6120104128 文萃楼F303 调至:4周 星期5 1-2节 刘国满/6120104128 文萃楼I101
1-11周 星期一 8-10节 文萃楼B233,
1-11周 星期五 8-10节 文萃楼F403,调课:4周 星期5 8-10节 渠晓东/6120210212 文萃楼F403 调至:4周 星期5 8-10节 渠晓东/6120210212 文萃楼B129
1-11周 星期二 8-10节 文萃楼I604,
"9-16周 星期三 8-9节 文萃楼I403,9-16周 星期五 3-5节 文萃楼I201","调课:9-11周 星期3 8-9节 陈新亮/6120120142 文萃楼I403 调至:9-11周 星期3 8-9节 刘飞峰/6120130109 文萃楼I403,调课:9-11周 星期5 3-5节 陈新亮/6120120142 文萃楼I201 调至:9-11周 星期5 3-5节 刘飞峰/6120130109 文萃楼I201"
"9-16周 星期三 8-9节 文萃楼F603,9-16周 星期五 3-5节 综教B406","停课:9-16周 星期3 8-9节刘飞峰/6120130109 文萃楼F603,停课:9-16周 星期5 3-5节刘飞峰/6120130109 综教B406"
"1-6周 星期四 11-13节 文萃楼I205,7周 星期四 11-12节 文萃楼I205,8-10周 星期六 2-5节 工训楼811","停课:4周 星期4 11-13节丁泽刚/6120104610 文萃楼I205,补课:8周 星期4 11-13节  文萃楼I205"
"1-8周 星期一 8-9节 文萃楼M233,1-8周 星期三 8-9节 文萃楼M233","补课:3周 星期3 11-12节  文萃楼M233,停课:1周 星期3 8-9节江海清/6120104515 文萃楼M233,调课:1周 星期1 8-9节 江海清/6120104515 文萃楼M233 调至:9周 星期1 8-9节 江海清/6120104515 文萃楼M233"
"1-10周 星期一 11-13节 文萃楼I205,11周 星期一 11-12节 文萃楼I205",
"1-10周 星期五 8-10节 文萃楼F201,11周 星期五 8-9节 文萃楼F201",调课:4周 星期5 8-10节 邓宸伟/6120120150 文萃楼F201 调至:4周 星期5 8-10节 邓宸伟/6120120150 综教B502
"1-5周 星期二 3-5节 文萃楼F504,1-5周 星期四 3-5节 文萃楼I502,6周 星期二 3-4节 文萃楼F504","停课:1-2周 星期2 3-5节陈禾/6120103163 文萃楼F504,停课:1-2周 星期4 3-5节陈禾/6120103163 文萃楼I502"
"9-13周 星期二 8-10节 文萃楼F202,9-13周 星期四 8-10节 文萃楼F202,14周 星期二 8-9节 文萃楼F202",
1-16周 星期二 8-10节 文萃楼H130,
1-16周 星期二 8-10节 文萃楼B139,
"6周 星期五 8-10节 文萃楼B129,7-12周 星期五 8-10节 文萃楼B129,13-15周 星期五 8-10节 文萃楼B129,16周 星期五 8-9节 文萃楼B129",
"6-15周 星期二 11-13节 文萃楼I205,16周 星期二 11-12节 文萃楼I205",调课:7周 星期2 11-13节 王彬/6120200045 文萃楼I205 调至:16周 星期1 11-13节 王彬/6120200045 文萃楼I205
1-16周 星期三 11-13节 文萃楼I205,
"1-8周 星期三 3-4节 文萃楼I405,1-8周 星期五 3-4节 文萃楼I405",
5-15周 星期五 11-13节 文萃楼I205,"调课:5-15周 星期5 11-13节 高镇/6120160097 文萃楼I205 调至:5-15周 星期5 11-13节 高镇/6120160097 文萃楼M222,调课:9周 星期5 11-13节 高镇/6120160097 文萃楼M222 调至:16周 星期5 11-13节 高镇/6120160097 文萃楼M222"
"9-12周 星期一 8-10节 文萃楼F303,13-16周 星期一 8-10节 文萃楼F303",
"6-15周 星期五 8-10节 文萃楼F205,16周 星期五 8-9节 文萃楼F205",
"9-12周 星期一 8-9节 文萃楼B129,9-12周 星期三 8-9节 文萃楼B129,13-16周 星期一 8-9节 文萃楼B129,13-16周 星期三 8-9节 文萃楼B129",
"9-16周 星期三 6-7节 文萃楼I303,9-16周 星期五 6-7节 文萃楼I303",
"9-12周 星期一 6-7节 文萃楼F303,9-12周 星期三 6-7节 文萃楼F303,13-16周 星期一 6-7节 文萃楼F303,13-16周 星期三 6-7节 文萃楼F303","调课:9-12周 星期3 6-7节 胡善亭/6120210294 文萃楼F303 调至:9-12周 星期3 6-7节 李志沛/6120220308 文萃楼F303,调课:9-12周 星期1 6-7节 胡善亭/6120210294 文萃楼F303 调至:9-12周 星期1 6-7节 李志沛/6120220308 文萃楼F303"
1-16周 星期五 6-7节 文萃楼B129,调课:4周 星期5 6-7节 李欣颖/6120220051 文萃楼B129 调至:4周 星期5 6-7节 胡善亭/6120210294 文萃楼B129
5-6周 星期日 3-8节 文萃楼I201,
"6-15周 星期一 3-5节 文萃楼M221,16周 星期一 3-4节 文萃楼M221",
"6-15周 星期一 3-5节 文萃楼I304,16周 星期一 3-4节 文萃楼I304",调课:6周 星期1 3-5节 郑重/6120190005 文萃楼I304 调至:6周 星期1 3-5节 叶建宏/6120200012 文萃楼F604
"6-15周 星期一 3-5节 文萃楼F604,16周 星期一 3-4节 文萃楼F604",
"1-10周 星期五 8-10节 文萃楼F603,11周 星期五 8-9节 文萃楼F603",调课:4周 星期5 8-10节 张万成/6120130063 文萃楼F603 调至:4周 星期5 8-10节 张万成/6120130063 综教A104
"1-10周 星期五 8-10节 文萃楼F303,11周 星期五 8-9节 文萃楼F303","调课:4周 星期5 8-10节 郭婧/6120190039 文萃楼F303 调至:4周 星期5 8-10节 郭婧/6120190039 综教A106,调课:8周 星期5 8-10节 郭婧/6120190039 文萃楼F303 调至:8周 星期5 8-10节 张万成/6120130063 文萃楼F603"
"1-10周 星期三 3-5节 文萃楼I601,11周 星期三 3-4节 文萃楼I601",
"4-15周 星期一 8-9节 文萃楼M222,4-15周 星期三 8-9节 文萃楼M222",补课:7周 星期5 1-2节  文萃楼M221
"4-15周 星期一 8-9节 文萃楼F103,4-15周 星期三 8-9节 文萃楼F103",
1-16周 星期三 8-10节 文萃楼G125,
1-16周 星期三 11-13节 文萃楼M135,
1-11周 星期二 11-13节 文萃楼F201,
1-11周 星期五 11-13节 文萃楼F205,调课:4周 星期5 11-13节 曾小路/6120220046 文萃楼F205 调至:4周 星期5 11-13节 曾小路/6120220046 文萃楼M233
"1-16周 星期二 6-7节 文萃楼F601,1-16周 星期五 6-7节 文萃楼F601",调课:4周 星期5 6-7节 刘家康/6120100456 文萃楼F601 调至:4周 星期5 6-7节 刘家康/6120100456 综教A306
1-16周 星期二 8-10节 文萃楼G221,
1-16周 星期一 3-5节 文萃楼I505,"停课:7周 星期1 3-5节冯远/6120103629 文萃楼I505,调课:13周 星期1 3-5节 冯远/6120103629 文萃楼I505 调至:13周 星期1 3-5节 白霞/6120104628 文萃楼I505,调课:12周 星期1 3-5节 冯远/6120103629 文萃楼I505 调至:12周 星期1 3-5节 白霞/6120104628 文萃楼I505,调课:10周 星期1 3-5节 冯远/6120103629 文萃楼I505 调至:10周 星期1 3-5节 白霞/6120104628 文萃楼I505,调课:8周 星期1 3-5节 冯远/6120103629 文萃楼I505 调至:8周 星期1 3-5节 白霞/6120104628 文萃楼I505,调课:9周 星期1 3-5节 冯远/6120103629 文萃楼I505 调至:9周 星期1 3-5节 白霞/6120104628 文萃楼I505"
1-16周 星期四 3-5节 文萃楼G223,
1-16周 星期二 3-5节 文萃楼G223,
"1-12周 星期一 1-2节 文萃楼I301,1-12周 星期三 1-2节 文萃楼I301","补课:13周 星期1 1-2节  ,补课:13周 星期3 1-2节"
5周 星期六 7-9节 文萃楼F201,
"3-14周 星期二 6-7节 文萃楼B139,3-14周 星期四 6-7节 文萃楼B139",调课:3周 星期4 6-7节 潘高峰/6120200181 文萃楼B139 调至:3周 星期2 3-4节 潘高峰/6120200181 文萃楼M134
"1-5周 星期一 11-13节 文萃楼F303,6-16周 星期一 11-13节 工训楼811",调课:13周 星期1 11-13节 杨德伟/6120104207 工训楼811 调至:13周 星期3 11-13节 杨德伟/6120104207 工训楼811
"1-10周 星期一 11-13节 文萃楼I201,11周 星期一 11-12节 文萃楼I201",
"1-10周 星期一 11-13节 文萃楼F201,11周 星期一 11-12节 文萃楼F201","调课:5周 星期1 11-13节 徐成发/6120104741 文萃楼F201 调至:2周 星期7 11-13节 徐成发/6120104741 文萃楼F201,调课:10周 星期1 11-13节 徐成发/6120104741 文萃楼F201 调至:6周 星期6 8-10节 徐成发/6120104741 文萃楼F201,调课:2周 星期7 11-13节 徐成发/6120104741 文萃楼F201 调至:2周 星期6 11-13节 徐成发/6120104741 文萃楼F201,调课:4周 星期1 11-13节 徐成发/6120104741 文萃楼F201 调至:2周 星期4 11-13节 徐成发/6120104741 文萃楼F201"
"4-5周 星期二 11-13节 文萃楼B228,14周 星期二 11-12节 文萃楼B228,10-13周 星期二 11-13节 文萃楼B228,6-9周 星期二 11-13节 文萃楼B228",
1-16周 星期三 11-13节 文萃楼M135,
"9-16周 星期一 1-2节 文萃楼F503,9-16周 星期四 1-2节 文萃楼F503",
"1-10周 星期一 11-13节 文萃楼I203,11周 星期一 11-12节 文萃楼I203",调课:8周 星期1 11-13节 鲁溟峰/6120103691 文萃楼I203 调至:8周 星期1 11-13节 鲁溟峰/6120103691
"1-10周 星期四 11-13节 文萃楼B233,11周 星期四 11-12节 文萃楼B233",
"1-10周 星期二 8-10节 文萃楼I301,1-10周 星期五 3-5节 文萃楼I301",
6-7周 星期六 7-10节 文萃楼H130,
6-7周 星期六 7-10节 文萃楼H130,
"1-8周 星期三 6-7节 文萃楼I704,1-8周 星期五 6-7节 文萃楼I704",调课:5周 星期5 6-7节 彭熙伟/6120100193 文萃楼I704 调至:5周 星期7 6-7节 彭熙伟/6120100193 综教A301
"1-8周 星期三 6-7节 文萃楼F302,1-8周 星期五 6-7节 文萃楼F302",调课:4周 星期5 6-7节 胡浩平/6120102953 文萃楼F302 调至:4周 星期5 6-7节 胡浩平/6120102953 综教A103
"1-8周 星期二 8-10节 文萃楼F202,1-8周 星期四 8-10节 文萃楼F202",
"1-7周 星期一 8-10节 文萃楼I602,1-7周 星期五 6-7节 文萃楼I602",
4-14周 星期一 8-10节 文萃楼B223,
"1-6周 星期一 3-5节 文萃楼I402,1-6周 星期三 6-7节 文萃楼I402,7周 星期一 3-4节 文萃楼I402",
"1-6周 星期一 3-5节 文萃楼F405,1-6周 星期三 6-7节 文萃楼F405,7周 星期一 3-4节 文萃楼F405",
"9-16周 星期二 3-4节 文萃楼I504,9-16周 星期四 3-4节 文萃楼I504",
"9-14周 星期一 3-5节 文萃楼I204,9-14周 星期五 3-5节 文萃楼I204",
"1-8周 星期三 8-9节 文萃楼F702,1-8周 星期五 8-9节 文萃楼F702","调课:4周 星期5 8-9节 邓方/6120104675 文萃楼F702 调至:4周 星期5 8-9节 邓方/6120104675 综教B301,调课:5周 星期3 8-9节 邓方/6120104675 文萃楼F702 调至:5周 星期3 8-9节 蔡涛/6120100129 文萃楼F702"
"1-10周 星期一 3-5节 文萃楼I702,1-10周 星期五 3-5节 文萃楼I702",
"1-8周 星期一 8-10节 文萃楼F304,1-8周 星期三 8-10节 文萃楼F304",
"9-16周 星期一 8-10节 文萃楼F304,9-16周 星期三 8-10节 文萃楼F304",调课:13周 星期1 8-10节 郭志强/6120170099 文萃楼F304 调至:15周 星期1 8-10节 郭志强/6120170099 文萃楼F301
"1-8周 星期一 3-5节 文萃楼I604,1-8周 星期三 6-7节 文萃楼I604",
"1-8周 星期二 8-9节 文萃楼M125,1-8周 星期四 8-9节 文萃楼M125",
"9-16周 星期二 6-7节 文萃楼F102,9-16周 星期四 6-7节 文萃楼F102",
"1-8周 星期一 8-10节 文萃楼F601,1-8周 星期五 8-10节 文萃楼F601",调课:4周 星期5 8-10节 高聪哲/6120120128 文萃楼F601 调至:4周 星期5 8-10节 高聪哲/6120120128 综教A405
"1-11周 星期二 8-10节 文萃楼I603,1-11周 星期四 8-10节 文萃楼I603",
"1-6周 星期二 8-10节 文萃楼F705,1-6周 星期四 8-10节 文萃楼F705",
"1-11周 星期一 3-5节 文萃楼M222,1-11周 星期四 3-5节 文萃楼M222",停课:4周 星期1 3-5节路平立/6120104572 文萃楼M222
"1-11周 星期四 3-5节 文萃楼M227,1-11周 星期一 8-10节 综教A205","停课:6周 星期4 3-5节孙健/6120104761 文萃楼M227,补课:12周 星期2 8-10节  综教A101"
"1-8周 星期三 8-9节 文萃楼I602,1-8周 星期五 8-9节 文萃楼I602","调课:4-8周 星期5 8-9节 彭熙伟/6120100193,李怡然/6120170058 文萃楼I602 调至:4-8周 星期5 8-9节 彭熙伟/6120100193,李怡然/6120170058 ,调课:4-8周 星期3 8-9节 彭熙伟/6120100193,李怡然/6120170058 文萃楼I602 调至:4-8周 星期3 8-9节 彭熙伟/6120100193,李怡然/6120170058"
"1-8周 星期一 6-7节 文萃楼I502,1-8周 星期三 6-7节 文萃楼I502",
4-14周 星期一 11-13节 文萃楼B223,
1-2周 星期二[1-2节]文萃楼I102;1-2周 星期二[8-9节]文萃楼I102,
1-16周 星期四 3-5节 文萃楼M221,
1-16周 星期二 3-5节 文萃楼M221,
1-16周 星期二 8-10节 文萃楼I705,
1-16周 星期二 8-10节 文萃楼F204,调课:15-16周 星期2 8-10节 罗迪新/6120200169 文萃楼F204 调至:15-16周 星期2 8-10节 罗迪新/6120200169
1-16周 星期二 3-5节 文萃楼F704,
1-16周 星期二 3-5节 文萃楼B228,
1-16周 星期二 3-5节 文萃楼I701,
"1-16周 星期二 1-2节 文萃楼M227,1-16周 星期四 6-7节 文萃楼M227",调课:13周 星期2 1-2节 杨雅婷/6120210255 文萃楼M227 调至:13周 星期2 1-2节 杨雅婷/6120210255 文萃楼H126良乡三号机房
1-16周 星期四 8-10节 文萃楼F102,调课:13-15周(单) 星期4 8-10节 陈宇峰/6120104652 文萃楼F102 调至:13-15周(单) 星期4 8-10节 陈宇峰/6120104652
1-16周 星期三 3-5节 文萃楼F505,
1-16周 星期三 3-5节 文萃楼M223,调课:10周 星期3 3-5节 马锐/6120101029 文萃楼M223 调至:12周 星期6 3-5节 马锐/6120101029 文萃楼M222
1-16周 星期二 3-5节 文萃楼I402,
1-16周 星期二 3-5节 文萃楼F301,
1-16周 星期二 8-10节 文萃楼F602,
1-16周 星期二 8-10节 文萃楼F604,
1-16周 星期二 8-10节 文萃楼F702,
1-16周 星期二 8-10节 文萃楼F701,
1-16周 星期二 8-10节 文萃楼F501,调课:4周 星期2 8-10节 杨松/6120170117 文萃楼F501 调至:4周 星期7 3-5节 杨松/6120170117 文萃楼F301
"1-8周 星期二 1-2节 文萃楼I501,1-8周 星期五 3-5节 文萃楼F502",
"1-8周 星期二 6-7节 文萃楼G223,1-8周 星期五 3-5节 文萃楼I502",
"1-8周 星期二 1-2节 文萃楼F704,1-8周 星期五 3-5节 文萃楼F704",
"1-8周 星期二 3-4节 文萃楼I301,1-8周 星期五 3-5节 综教B406",调课:6周 星期2 3-4节 刘来旸/6120103321 文萃楼I301 调至:7-8周 星期2 5-5节 刘来旸/6120103321
"1-8周 星期二 3-5节 文萃楼I502,1-8周 星期五 6-7节 文萃楼I502",
"1-8周 星期二 8-10节 文萃楼F302,1-8周 星期五 1-2节 文萃楼F302",
"9-16周 星期二 6-7节 文萃楼F405,9-16周 星期五 3-5节 文萃楼F405",
1-11周 星期二 8-10节 文萃楼I305,
"1-8周 星期三 1-2节 文萃楼M125,1-8周 星期五 1-2节 文萃楼M125",
"1-8周 星期二 1-2节 文萃楼I305,1-8周 星期四 1-2节 文萃楼I305",
"1-8周 星期三 6-7节 文萃楼I204,1-8周 星期五 3-4节 文萃楼I204",
"9-16周 星期一 6-7节 文萃楼F204,9-16周 星期四 3-4节 文萃楼F204",
"1-8周 星期一 6-7节 文萃楼F304,1-8周 星期四 6-7节 文萃楼F304",
"9-16周 星期一 6-7节 文萃楼I505,9-16周 星期五 3-4节 文萃楼I305",
1-16周 星期一 3-5节 文萃楼F602,
1-16周 星期一 3-5节 文萃楼I202,
1-16周 星期一 3-5节 文萃楼I202,
"1-8周 星期二 6-7节 文萃楼I202,1-8周 星期五 6-7节 文萃楼I202",
1-16周 星期三 3-5节 文萃楼I602,
1-16周 星期三 8-10节 文萃楼F201,
1-16周 星期四 3-5节 文萃楼F402,
"5-16周 星期一 6-7节 文萃楼I302,5-16周 星期四 6-7节 文萃楼I302",
1-16周 星期三 8-10节 文萃楼B139,
"1-8周 星期二 3-4节 文萃楼I602,1-8周 星期五 3-4节 文萃楼I602",
1-11周 星期四 8-10节 文萃楼B130,
1-14周 星期二 8-10节 文萃楼F102,调课:13-14周 星期2 8-10节 黄永刚/6120120110 文萃楼F102 调至:13-14周 星期2 8-10节 黄永刚/6120120110 文萃楼H125良乡二号机房
1-14周 星期二 3-5节 文萃楼F205,调课:13周 星期2 3-5节 王娟/6120103948 文萃楼F205 调至:13周 星期2 3-5节 王娟/6120103948
1-14周 星期二 3-5节 文萃楼B139,调课:13-14周 星期2 3-5节 黄永刚/6120120110 文萃楼B139 调至:13-14周 星期2 3-5节 黄永刚/6120120110 文萃楼H125良乡二号机房
1-14周 星期二 8-10节 文萃楼B130,调课:13周 星期2 8-10节 张磊/6120110106 文萃楼B130 调至:13周 星期2 8-10节 张磊/6120110106 文萃楼H226良乡六号机房
1-16周 星期三 8-10节 文萃楼I402,
"9-16周 星期一 6-7节 综教A204,9-16周 星期五 8-9节 文萃楼B139",
"1-8周 星期二 6-7节 文萃楼F103,1-8周 星期四 6-7节 文萃楼F103",
"1-8周 星期一 8-9节 文萃楼B139,1-8周 星期五 8-9节 文萃楼B139",
1-11周 星期三 11-13节 文萃楼B130,
"9-16周 星期一 3-5节 文萃楼F702,9-16周 星期四 6-7节 文萃楼F702",
"1-8周 星期一 8-9节 文萃楼I204,1-8周 星期四 3-4节 文萃楼I204",
"9-16周 星期二 6-7节 文萃楼I505,9-16周 星期五 6-7节 文萃楼I505",
"9-16周 星期一 3-4节 文萃楼F102,9-16周 星期四 3-4节 文萃楼F102",
"9-16周 星期二 3-4节 文萃楼F202,9-16周 星期五 6-7节 文萃楼F202",
"1-8周 星期一 3-4节 文萃楼F102,1-8周 星期四 6-7节 文萃楼F102",
"1-8周 星期二 6-7节 文萃楼F204,1-8周 星期五 6-7节 文萃楼F204",调课:4周 星期5 6-7节 袁野/6120210266 文萃楼F204 调至:4周 星期5 6-7节 袁野/6120210266 综教A303
"9-16周 星期一 6-7节 文萃楼F202,9-16周 星期四 3-4节 文萃楼F202","调课:13周 星期4 3-4节 李长升/6120200010 文萃楼F202 调至:14周 星期4 6-7节 李长升/6120200010 文萃楼H229良乡七号机房,调课:13周 星期1 6-7节 李长升/6120200010 文萃楼F202 调至:15周 星期4 6-7节 李长升/6120200010 文萃楼I101"
"9-16周 星期一 6-7节 文萃楼I202,9-16周 星期四 3-4节 文萃楼I202",
"9-16周 星期一 6-7节 文萃楼I103,9-16周 星期四 6-7节 文萃楼I103",
"1-8周 星期三 6-7节 文萃楼M228,1-8周 星期五 6-7节 文萃楼M228",调课:2周 星期3 6-7节 李红松/6120104323 文萃楼M228 调至:2周 星期4 1-2节 李红松/6120104323 文萃楼M135
"1-8周 星期二 3-4节 文萃楼I302,1-8周 星期五 3-4节 文萃楼I302",
"1-8周 星期一 6-7节 文萃楼F204,1-8周 星期四 3-4节 文萃楼F204",
1-11周 星期一 11-13节 文萃楼F102,
1-11周 星期三 11-13节 文萃楼F102,
"9-16周 星期一 3-4节 文萃楼F605,9-16周 星期四 3-4节 文萃楼F605",
"9-16周 星期一 3-4节 文萃楼I705,9-16周 星期四 3-4节 文萃楼I705",
"9-16周 星期三 3-4节 文萃楼I405,9-16周 星期五 8-9节 文萃楼I405",
"9-16周 星期一 3-4节 文萃楼F301,9-16周 星期四 8-9节 文萃楼F301",
"5-9周 星期一 8-10节 文萃楼F505,5-9周 星期五 3-5节 文萃楼F505,10-15周 星期一 8-10节 文萃楼F505,10-15周 星期五 3-5节 文萃楼F505",停课:13周 星期1 8-10节魏静/6120190091 文萃楼F505
"5-9周 星期一 3-5节 文萃楼F705,5-9周 星期四 3-5节 文萃楼F705,10-15周 星期一 3-5节 文萃楼F705,10-15周 星期四 3-5节 文萃楼F705",调课:7周 星期1 3-5节 霍永隽/6120200047 文萃楼F705 调至:7周 星期1 3-5节 李祥/6120104011 文萃楼F705
"5-9周 星期一 3-5节 文萃楼F505,5-9周 星期四 3-5节 文萃楼F505,10-15周 星期一 3-5节 文萃楼F505,10-15周 星期四 3-5节 文萃楼F505",
"5-9周 星期三 3-5节 文萃楼F701,5-9周 星期五 3-5节 文萃楼F701,10-15周 星期三 3-5节 文萃楼F701,10-15周 星期五 3-5节 文萃楼F701",
"1-8周 星期一 8-10节 文萃楼F405,1-8周 星期三 3-5节 文萃楼F405,9-16周 星期一 8-10节 文萃楼F405,9-16周 星期三 3-5节 文萃楼F405",
"1-8周 星期二 3-5节 文萃楼F605,1-8周 星期四 8-10节 文萃楼F605,9-16周 星期二 3-5节 文萃楼F605,9-16周 星期四 8-10节 文萃楼F605",
"1-8周 星期二 3-5节 文萃楼F505,1-8周 星期四 8-10节 文萃楼F505,9-16周 星期二 3-5节 文萃楼F505,9-16周 星期四 8-10节 文萃楼F505",
